"Sample_id","M1","M3","M4","M14","M15","M16"
"NM_001048204",86,61,76,115,108,105
"NM_001081075",302,256,269,227,201,202
"NM_001048189",0,0,0,0,0,0
"NM_001271730",5358,4304,5335,6133,5540,5463
"NM_001098231",366,329,399,410,430,383
"NM_001085449",1823,1445,1614,1212,1379,1293
"NM_001177354",551,832,693,655,431,561
"NM_001164681",0,0,0,1,0,0
"NM_001164222",3660,3076,4016,3804,3495,3241
"NM_001104624",0,0,0,0,0,0
"NM_001104623",0,0,0,0,0,0
"NM_001035509",16,15,16,26,2,24
"NM_001164801",1390,1155,1223,1057,1058,913
"NM_001164272",1395,1358,1426,1280,1223,1161
"NM_001177570",0,0,0,0,0,0
"NM_001177568",221,148,191,157,129,157
"NM_001190703",0,0,0,0,0,0
"NM_001190454",2415,1967,2186,2164,2102,1837
"NM_001190444",1807,1612,1751,1660,1642,1548
"NM_001205339",2504,1982,2018,2323,2352,2152
"NM_009907",662,506,639,780,777,668
"NM_018741",2,0,0,0,1,2
"NM_018738",1110,724,678,1314,1057,863
"NM_053132",0,1,0,1,0,0
"NM_010755",67,52,45,43,47,34
"NM_011016",63,56,62,87,83,64
"NM_010915",0,0,0,0,0,0
"NM_019497",58,43,63,52,71,65
"NM_001113401",27,12,5,9,7,4
"NM_001113486",7194,5280,6199,7060,7856,6868
"NM_001113532",2038,1796,2049,2222,1944,2012
"NR_073559",0,3,3,2,7,4
"NM_001034875",0,0,0,0,0,0
"NM_001081452",0,0,0,0,0,0
"NM_001013379",467,451,541,463,467,372
"NM_001013378",843,927,1025,899,853,805
"NM_001085527",0,0,0,0,0,0
"NM_001081017",1,0,1,0,1,1
"NM_080858",0,0,0,0,0,0
"NM_080856",7,5,8,8,8,10
"NM_080855",18,15,11,20,16,9
"NM_080854",0,0,0,0,0,0
"NM_001204167",3,5,1,1,3,3
"NM_001204166",26,18,22,19,18,33
"NM_026753",582,463,523,497,520,398
"NM_028870",403,250,240,270,305,236
"NM_028063",223,155,203,157,197,141
"NM_028053",1045,1024,1318,1195,1055,1067
"NM_028052",0,2,0,0,0,0
"NM_028048",51,38,25,40,46,41
"NM_028865",511,452,514,550,531,489
"NM_028864",3033,2704,2895,2880,2831,2781
"NM_028611",546,461,466,695,651,568
"NM_028044",440,338,367,394,342,363
"NM_027943",0,0,0,0,0,0
"NM_029062",0,0,0,0,0,0
"NM_029048",0,0,0,0,0,0
"NM_028854",0,0,0,0,0,0
"NM_028852",35,17,23,24,23,6
"NM_028851",0,0,0,0,0,0
"NM_028850",680,732,850,701,702,727
"NM_028849",46,61,55,46,30,43
"NM_001111037",0,0,0,0,0,0
"NM_001243064",13,6,6,4,14,9
"NM_001253783",2035,1901,2037,1711,1530,1363
"NM_009625",0,0,0,0,0,0
"NM_010615",10992,9639,11175,8673,8832,8320
"NM_009924",1088,910,1036,1083,990,897
"NM_010659",0,0,0,0,0,0
"NM_009965",15,10,9,13,6,10
"NM_010946",1118,917,1088,1102,993,909
"NM_010894",0,0,0,0,0,0
"NM_009904",24,19,21,12,12,3
"NM_010945",1968,1626,1835,2028,1816,1765
"NM_010058",182,121,130,93,59,41
"NM_008958",45,71,74,45,17,18
"NM_011326",0,0,0,0,0,0
"NM_019913",737,688,659,715,603,529
"NM_021448",1873,1643,1790,1664,1655,1422
"NM_021447",0,0,0,0,0,0
"NM_021446",912,694,859,715,667,599
"NM_021445",0,0,0,0,0,0
"NM_019879",1846,1700,1954,1609,1504,1359
"NM_021441",424,368,398,277,295,280
"NM_021439",1867,1900,2148,1236,870,782
"NM_053172",2,0,0,0,0,0
"NM_008176",0,0,0,0,1,0
"NM_008124",0,0,0,0,0,0
"NM_008123",0,1,2,0,1,1
"NM_008119",0,0,0,0,0,0
"NM_001127354",0,0,0,0,0,0
"NM_172274",162,131,146,110,82,100
"NM_201638",358,365,392,377,361,361
"NM_203490",0,0,0,0,0,0
"NM_201645",1360,740,781,1939,2225,1999
"NM_198192",1,1,0,0,2,2
"NM_198191",2,5,0,4,4,6
"NM_198176",394,417,488,383,336,334
"NM_198171",2,0,1,4,0,0
"NM_177115",301,177,176,104,89,43
"NM_001081343",397,242,301,437,494,445
"NM_001081022",713,587,648,623,626,624
"NM_001146010",650,632,713,620,588,594
"NM_001162485",1073,835,911,986,1031,943
"NM_001048139",0,0,0,0,0,0
"NM_146142",1137,794,922,1394,1526,1338
"NM_025299",1601,1451,1593,1366,1337,1153
"NM_028625",0,0,0,0,0,0
"NM_028624",0,0,0,0,0,0
"NM_028622",0,0,0,0,0,0
"NM_028618",371,460,486,364,243,265
"NM_028617",893,735,809,962,985,857
"NM_028615",0,0,1,1,0,0
"NM_028614",1691,1674,1842,1320,1312,1068
"NM_028610",0,0,0,0,0,0
"NM_028599",1348,1172,1289,1057,994,820
"NM_028982",896,832,721,323,261,172
"NM_028608",4796,3320,3812,5835,5778,5234
"NM_028607",828,687,689,882,885,769
"NM_028596",250,199,187,240,253,209
"NM_028595",10108,5257,6419,16323,16986,15430
"NM_028604",466,354,444,390,361,311
"NM_028602",0,0,0,0,0,0
"NM_001290567",64,45,61,50,83,47
"NM_028589",0,0,1,0,0,0
"NM_028584",0,0,0,0,0,0
"NM_028576",53,49,56,34,63,88
"NM_028572",0,0,0,5,0,2
"NM_028567",143,135,153,152,116,111
"NM_028562",1,0,0,0,0,0
"NM_028561",0,0,0,0,0,0
"NM_028560",1,0,0,0,0,0
"NM_028557",0,0,0,0,0,0
"NM_028554",0,0,0,0,0,0
"NM_028546",629,537,682,698,625,659
"NM_028545",28,50,66,32,23,16
"NM_008465",1782,1643,1853,1796,1647,1556
"NM_146767",0,0,0,0,0,0
"NM_008638",1164,938,1066,957,1064,952
"NM_011445",1413,997,951,388,364,119
"NM_009041",7011,5805,6810,5677,5700,5170
"NM_010110",111,48,79,65,63,62
"NM_008732",862,757,746,450,420,358
"NM_011876",4018,3632,4719,4017,4248,3848
"NM_011875",2791,2455,2641,2523,2591,2126
"NM_011874",2535,2134,2322,2197,2089,1800
"NM_011873",4244,3797,3793,4751,4969,4246
"NM_011872",0,0,0,0,0,0
"NM_001291280",36,30,30,39,43,22
"NM_011869",1459,1339,1403,868,931,818
"NM_011868",1398,1425,1451,1133,1105,954
"NM_001251916",0,0,0,0,0,0
"NM_001085371",3,0,1,2,2,0
"NM_001112723",1382,719,899,1872,2487,2197
"NM_001114399",1680,1503,1727,1503,1314,1296
"NM_001112721",5798,5677,6285,4921,4524,4604
"NM_001034863",2,1,3,3,0,2
"NM_030028",12,14,12,11,8,3
"NM_030558",33,54,42,57,42,48
"NM_029021",3,4,4,2,6,7
"NM_146748",0,0,0,0,0,0
"NM_146745",0,0,0,0,0,0
"NM_146744",0,0,0,0,0,0
"NM_001134384",592,653,641,549,515,455
"NM_146124",2089,1718,2060,1789,1815,1778
"NM_009941",7642,6694,7313,7656,7634,6272
"NM_025634",0,0,0,0,0,0
"NM_001170643",1325,1198,1390,1515,1386,1410
"NM_134231",0,0,0,0,0,0
"NM_134227",0,0,0,0,0,0
"NM_134226",0,0,0,0,0,0
"NM_010582",3,1,3,4,2,5
"NM_001110498",2331,1662,1906,2465,2691,2412
"NR_030557",0,0,0,0,0,0
"NR_027974",30,26,32,23,12,11
"NR_029527",9,1,11,9,10,5
"NM_178874",2624,591,637,1038,968,477
"NR_030498",0,0,0,0,0,0
"NM_001081356",1073,881,1021,963,841,770
"NM_001081186",8,6,8,2,4,6
"NM_172685",2627,2112,2657,2535,2478,2170
"NM_001145435",1,0,0,0,0,0
"NM_001253885",41,11,19,55,70,47
"NM_007677",1,0,0,0,0,0
"NM_080457",0,0,0,0,1,0
"NM_146853",0,0,0,0,0,0
"NM_008484",38,32,42,30,29,28
"NM_010464",0,0,0,0,0,0
"NM_010463",0,0,0,0,0,0
"NM_009462",829,819,785,552,604,501
"NM_001081436",3132,3247,3901,3186,2610,2902
"NM_001199224",4,4,3,3,2,6
"NM_001199218",1,1,0,0,0,0
"NM_001252489",413,365,367,266,228,221
"NM_001290572",152,119,165,182,160,142
"NM_001252490",402,352,351,258,217,218
"NM_175336",861,787,858,749,671,659
"NM_001024141",2,1,2,2,1,0
"NM_001253392",1698,1557,1827,1587,1521,1509
"NM_009996",0,0,0,0,0,0
"NM_016671",134,98,86,106,93,92
"NM_008562",10682,7906,9245,12800,13623,11810
"NM_008542",40,29,23,48,52,52
"NM_008541",1690,1572,1865,1542,1430,1425
"NM_008532",20,8,18,12,17,7
"NM_008628",1759,1641,1744,1543,1318,1165
"NM_008726",1,0,0,0,0,0
"NM_008723",1876,1785,1997,1600,1606,1462
"NM_008649",0,0,0,0,0,0
"NM_008721",9,5,7,2,0,3
"NM_008641",947,858,743,687,688,689
"NM_008639",0,0,0,0,0,0
"NM_008632",3,4,3,3,1,3
"NM_008718",30,21,31,17,28,17
"NM_001290626",1468,1276,1428,1360,1239,1189
"NM_027260",957,680,798,1012,1053,983
"NM_027258",173,104,114,122,149,130
"NM_027896",819,806,830,678,575,529
"NM_028005",924,577,646,1069,1100,924
"NR_040559",0,0,0,0,0,0
"NR_039559",3,1,1,2,4,2
"NR_040478",0,0,0,0,0,0
"NM_001271349",2805,2460,2935,2564,2250,2054
"NR_040555",1,0,0,1,0,1
"NM_198011",109,91,86,95,91,76
"NM_205819",22,17,16,76,66,52
"NM_184088",2270,1948,2273,2492,2207,2241
"NM_197987",2177,2058,2312,1761,1500,1460
"NM_001278941",1176,993,1264,1021,846,925
"NR_045330",3,0,0,0,0,0
"NM_001277310",957,855,914,844,845,736
"NM_001277311",1055,941,1025,924,931,797
"NM_001277312",956,850,908,841,843,733
"NM_001276482",412,344,350,300,296,352
"NM_001276481",410,344,350,300,296,352
"NM_001276450",1,0,0,1,1,1
"NM_001276449",1,0,0,0,1,1
"NM_001276413",10005,6772,5777,24952,21505,25904
"NM_001276474",0,0,0,0,0,0
"NM_001276473",0,0,0,0,0,0
"NM_001276466",0,0,0,0,0,0
"NM_001276719",11,5,1,1,6,0
"NM_001276704",3294,2888,3449,2961,2880,2707
"NM_001276442",291,273,288,176,196,182
"NM_001191008",0,0,0,0,0,0
"NM_001253373",8,1,0,1,2,1
"NM_001252443",1350,1133,1308,1316,1334,1229
"NM_001252442",28,29,39,16,17,20
"NM_009689",2166,2048,2061,1798,1811,1553
"NM_009694",16,23,24,21,11,20
"NM_001282126",3286,2854,3046,2930,2863,2786
"NM_001277992",3298,3121,3777,2784,2258,2180
"NM_001278041",0,1,0,1,0,0
"NR_045621",1,0,0,0,0,0
"NR_045616",0,0,0,0,0,0
"NR_045615",970,811,926,801,747,687
"NR_045613",1,0,0,0,0,1
"NR_038116",0,0,0,0,0,0
"NR_038092",0,0,0,0,0,0
"NR_045599",839,791,862,770,626,687
"NR_045608",2191,2444,2752,2132,1841,1726
"NM_018791",57,40,58,56,53,63
"NM_016807",9862,7393,8655,9689,9242,8388
"NM_028171",0,0,0,0,0,0
"NM_028170",174,133,163,168,144,138
"NM_028169",14,14,17,8,8,8
"NM_028166",1839,1763,2164,2137,1953,1789
"NM_028164",0,0,0,0,0,0
"NM_028162",1480,1197,1197,1370,1268,1339
"NM_028157",3,0,0,2,0,1
"NM_027462",223,148,188,197,170,169
"NM_028153",813,645,781,617,586,492
"NM_028152",1423,1324,1488,1270,1220,1238
"NM_027460",63,59,86,49,35,29
"NM_027445",1456,1309,1446,1209,1140,1018
"NM_027444",1387,1374,1653,1605,1416,1483
"NM_028150",422,340,359,368,340,315
"NM_028149",1158,971,1021,1291,1150,1168
"NM_028148",4882,4776,5424,4579,4258,4258
"NM_028145",51,33,31,40,29,33
"NM_027439",5008,5318,6138,4983,4289,3999
"NM_028139",128,128,110,129,157,152
"NM_028140",480,386,450,418,393,425
"NM_028138",316,252,256,229,185,189
"NM_028137",823,989,1109,858,666,650
"NM_146820",0,0,0,0,0,0
"NM_146817",0,0,0,0,0,0
"NM_013750",38,15,20,30,38,29
"NM_015798",0,1,0,0,0,0
"NM_015807",1197,936,1034,1329,1206,1111
"NM_015797",537,376,441,528,475,450
"NM_015806",1927,1602,1757,1567,1485,1563
"NM_015796",40,50,40,36,28,22
"NM_172570",91,59,71,35,43,27
"NM_172567",614,511,554,523,478,439
"NM_172564",175,101,89,256,268,217
"NM_001162970",42,34,35,50,49,34
"NM_010764",5547,4159,4762,4854,5516,5109
"NM_015808",0,0,0,0,0,0
"NM_016861",1181,731,717,1228,1208,1199
"NM_146558",0,0,0,0,0,0
"NM_013539",427,341,401,445,446,344
"NM_012016",4,2,9,2,2,6
"NM_134200",0,0,0,0,0,0
"NM_134187",0,0,0,0,0,0
"NM_146531",0,0,0,0,0,0
"NM_146530",0,0,0,0,0,0
"NM_146525",0,0,0,0,0,0
"NM_146524",0,0,0,0,0,0
"NM_020565",0,0,0,0,0,0
"NM_019565",761,494,668,914,919,928
"NM_025706",1411,1449,1593,1434,1372,1434
"NM_028906",4659,4296,4842,4695,4345,4120
"NM_029006",0,0,0,0,0,0
"NM_028905",8,5,6,11,14,13
"NM_027990",3,7,9,3,8,8
"NM_028904",439,356,510,407,417,408
"NM_030004",392,330,321,441,580,542
"NM_028894",1316,1362,1709,1450,1421,1571
"NM_027977",1751,1865,2357,1656,1364,1204
"NM_029002",0,0,0,0,0,0
"NM_029090",1881,1811,1972,1965,1899,1905
"NM_028981",509,415,526,535,539,480
"NM_028902",2,0,3,0,2,1
"NM_030890",8,4,6,9,17,20
"NM_029888",337,412,435,323,324,321
"NM_029887",1568,1119,1166,980,965,846
"NM_030886",4143,3845,4288,3169,3356,3364
"NM_029886",217,153,195,211,244,187
"NM_029437",9281,8085,9659,7559,7559,6992
"NM_029884",1899,1183,1430,3094,3044,2735
"NM_029881",0,0,0,0,0,0
"NM_029880",884,665,835,849,777,730
"NM_029879",6,8,11,7,4,4
"NM_001163521",8,19,9,9,7,8
"NM_001195258",35,30,31,20,24,13
"NM_001163610",2397,3093,3217,3092,2547,2773
"NM_001163587",0,0,0,1,0,1
"NM_001163514",454,453,573,514,476,441
"NM_001162917",4719,4124,4621,3860,3444,3195
"NM_001145931",364,347,421,292,287,296
"NM_001160262",37,19,10,48,44,55
"NM_001160261",36,19,10,46,40,48
"NM_001160214",4404,3959,4536,3991,3882,3781
"NM_001205099",0,0,0,0,0,0
"NM_001083120",54,55,54,43,46,44
"NM_001081173",8,5,6,7,2,9
"NM_001163775",2241,1994,2330,1920,1775,1680
"NM_001165986",1649,1602,1629,1263,1267,1320
"NM_001177787",6997,5823,6998,7635,7495,7372
"NM_001168500",1,2,1,2,2,3
"NM_030737",0,0,0,0,0,0
"NM_009819",2,0,0,0,0,1
"NM_029733",2,2,0,3,2,0
"NM_134010",1971,1821,1964,1728,1339,1236
"NM_134009",3393,2967,3439,2450,2479,2365
"NM_009491",0,0,0,0,0,0
"NM_009490",0,0,0,0,0,0
"NM_001099918",0,0,0,0,0,0
"NM_001113461",1385,1048,1209,1539,1619,1502
"NM_001111017",233,192,239,198,182,206
"NM_001243150",2,0,1,1,0,0
"NM_001243118",349,195,290,380,351,360
"NM_001136226",288,218,288,276,282,243
"NM_001127169",0,0,0,0,0,0
"NM_001126491",0,0,0,0,0,0
"NM_001198573",643,430,515,698,645,712
"NM_001252470",29,38,13,8,5,6
"NM_009090",1264,1011,1143,973,981,859
"NM_009408",3981,3649,4596,3907,3323,3123
"NM_009088",2010,1724,1880,1221,1420,1299
"NM_008988",0,0,0,0,0,0
"NM_009029",3702,3020,3438,3016,2820,2609
"NM_009087",1547,1379,1562,1532,1424,1280
"NM_009086",789,841,804,543,503,515
"NR_037989",0,0,0,0,0,0
"NR_037990",8,0,6,0,1,0
"NR_037988",7,3,0,8,5,3
"NR_037987",557,372,436,311,333,241
"NR_038086",0,0,0,0,0,0
"NR_037986",1,0,0,0,0,0
"NR_038085",0,0,0,0,0,0
"NR_038084",0,0,0,0,0,0
"NM_008811",0,0,0,0,0,0
"NM_001163584",2389,3343,4166,2052,1392,1468
"NM_001162477",887,728,782,969,942,1170
"NM_001163388",380,340,293,356,333,313
"NM_001163318",1,1,2,0,0,0
"NM_001099631",619,517,679,461,357,422
"NM_001130516",146,89,98,105,76,44
"NM_001128634",0,0,0,0,0,0
"NM_001142631",5,5,5,3,1,0
"NM_001145978",806,820,927,870,765,890
"NM_053151",4,4,5,8,21,5
"NM_009024",589,367,355,892,899,921
"NM_018860",25178,23017,24143,21887,21648,18486
"NM_001164567",1079,808,1201,1297,1165,1199
"NM_026964",1108,1004,942,1009,1028,818
"NM_026963",493,438,511,504,470,405
"NM_027063",0,0,0,0,0,0
"NM_026962",135,108,162,124,115,121
"NM_027375",1848,1678,2195,1602,1511,1389
"NM_027374",575,441,488,524,524,471
"NM_026351",0,0,0,0,0,1
"NM_020584",535,502,584,522,536,509
"NM_016785",85,43,60,69,71,54
"NM_016784",1464,1300,1325,1386,1280,1185
"NM_016787",3884,3415,3961,4537,4499,3964
"NM_020008",4506,1708,2057,6178,6144,4856
"NM_029390",0,0,1,0,0,0
"NM_029385",322,197,222,281,294,276
"NM_029384",210,203,213,130,129,113
"NM_029379",0,0,0,0,0,0
"NM_028732",13574,10343,13797,15610,16345,15459
"NM_207280",0,0,0,0,0,0
"NM_023805",1,1,0,0,0,0
"NM_022721",141,148,157,142,148,146
"NM_001177374",3743,3629,4048,2918,2850,2976
"NM_007643",644,245,262,287,347,139
"NM_031195",1073,481,553,2279,2303,1945
"NM_031161",0,0,0,0,0,1
"NM_031159",1541,776,863,2519,2160,2279
"NM_031156",4229,3121,2285,1794,1753,2366
"NM_053118",3,0,0,0,0,0
"NM_053117",44,30,31,37,25,21
"NM_001286417",9,6,13,6,3,2
"NR_073359",30,29,32,25,15,19
"NM_001286560",2205,1728,2099,1817,1691,1591
"NM_013689",1381,1047,1207,1535,1612,1501
"NM_001286221",2396,2215,2285,2453,2346,2189
"NM_001168672",890,753,820,486,486,517
"NM_001252056",48,40,45,66,41,48
"NM_001252055",73,56,67,102,75,78
"NM_001252655",3631,3133,3597,3793,3639,3399
"NM_011153",0,0,0,0,0,0
"NM_026191",1578,1228,1469,1978,1796,1668
"NM_001162870",2003,1640,2138,1846,1797,1713
"NM_028715",1487,1453,1360,1087,899,849
"NM_028713",51,29,53,67,40,42
"NM_028711",60,42,43,78,67,80
"NM_028710",378,326,420,284,243,239
"NM_028004",100,85,97,91,82,94
"NM_028708",0,0,3,0,0,1
"NM_001161765",553,734,856,523,387,456
"NM_175270",0,0,0,0,0,0
"NM_175249",1,0,0,0,0,0
"NM_011952",2817,2602,3238,2522,2671,2433
"NM_021714",1109,1031,1044,887,843,898
"NM_001242947",0,0,0,0,0,0
"NM_001110009",11,8,13,52,40,44
"NM_001100460",193,169,182,250,235,189
"NM_001100458",59,54,72,41,47,31
"NM_001100455",0,0,0,0,0,0
"NM_001100454",30,23,29,36,15,22
"NM_001100452",458,511,499,534,501,557
"NM_146426",0,0,0,0,0,0
"NM_146425",0,0,0,0,0,0
"NM_019422",1436,1283,1339,1236,1090,1062
"NM_019419",8722,7684,8685,8253,8313,7562
"NM_019418",711,497,581,567,597,471
"NM_019417",18,8,19,28,31,23
"NM_017381",2793,2266,2650,2346,2250,1938
"NM_018880",181,136,157,349,316,341
"NM_019414",6,8,7,2,8,5
"NM_019705",2536,2240,2243,2296,2238,2184
"NM_019701",0,0,0,0,0,0
"NM_017372",164076,111505,153216,297990,278098,255938
"NM_017368",2752,2520,2650,2323,2108,1877
"NM_019409",47,40,45,47,36,43
"NM_001111052",0,1,1,1,0,1
"NM_001101506",22,13,10,15,15,24
"NM_001083809",1508,1243,1071,529,481,233
"NM_001101597",3,1,0,0,0,0
"NM_001101606",2,5,1,4,3,1
"NM_001101605",57,55,67,203,174,156
"NM_001101603",7,13,8,7,3,1
"NM_001101588",0,0,0,0,0,0
"NM_001101586",0,0,0,0,0,0
"NM_001101572",0,0,0,0,0,0
"NM_001101546",0,0,0,0,0,0
"NM_001101534",0,0,0,0,0,0
"NM_001101507",1,0,0,1,2,0
"NM_001101503",0,0,1,0,0,0
"NM_001101502",90,119,74,104,93,102
"NM_001110209",2436,2409,3128,1892,1707,1592
"NM_001101486",2,2,0,3,1,0
"NM_001101038",16,14,11,9,5,5
"NM_001081981",950,738,774,952,1050,882
"NM_001038703",1303,988,990,1038,965,881
"NM_001083958",285,236,254,251,263,213
"NM_001083957",3767,3758,3296,1308,1182,368
"NM_001083955",30888,7639,8485,7931,6742,970
"NM_001104646",333,342,477,350,318,289
"NM_001104644",0,0,0,0,0,0
"NM_001081200",0,0,0,0,0,0
"NM_001104946",0,0,0,0,0,0
"NM_001104927",0,0,0,0,0,0
"NM_015756",1,2,1,1,0,1
"NM_011983",132,73,88,79,37,37
"NM_016753",122,132,120,147,126,155
"NR_030272",0,0,0,0,0,0
"NR_030271",0,0,0,0,0,0
"NM_011241",5047,4519,4964,3376,3710,3294
"NM_009993",0,0,0,0,0,0
"NM_011101",3373,1585,1566,1531,1359,984
"NM_001177782",83,67,54,95,102,116
"NM_001195435",0,0,0,0,0,0
"NM_001195431",4,3,1,3,2,3
"NM_001253681",3203,2900,3023,2929,2828,2484
"NM_001253807",12739,10721,12084,12806,11582,10268
"NM_008861",222,139,164,188,191,196
"NM_028440",2958,2504,2774,2812,2701,2383
"NM_028439",58,40,40,59,68,49
"NM_028434",0,0,0,0,0,0
"NM_028430",2,1,4,2,4,0
"NM_028428",883,736,906,839,825,766
"NM_028427",237,207,187,319,289,234
"NM_028426",17,18,18,6,6,6
"NM_028422",322,274,354,294,297,290
"NM_011532",0,0,0,1,0,0
"NM_001164790",0,0,1,0,0,0
"NM_001165982",456,340,355,358,298,287
"NM_001165981",622,467,490,492,421,404
"NM_001164787",0,0,0,0,0,0
"NM_001164786",0,0,0,0,0,0
"NM_001164785",0,0,0,1,0,0
"NM_001164772",1002,831,845,896,798,752
"NM_008412",5,8,6,5,4,3
"NM_008411",0,0,0,0,0,0
"NM_009000",1321,1198,1401,1232,1091,1120
"NM_008900",1,1,0,0,0,0
"NM_008313",0,0,0,0,0,0
"NM_007999",5012,4567,4777,3263,3418,2811
"NM_007998",3184,1974,2017,1349,1184,696
"NM_008098",7268,6005,7106,8522,8160,7292
"NM_001098168",528,393,365,363,348,289
"NM_007725",10788,9576,11913,11538,10562,9351
"NM_007473",2,1,3,1,1,1
"NM_007438",12655,11422,12811,9987,10590,9562
"NM_010271",28,19,15,19,17,9
"NM_010352",2,3,2,0,4,0
"NM_009270",825,622,705,567,449,382
"NM_146940",0,0,0,0,0,0
"NM_146939",0,0,0,0,0,0
"NM_153159",324,204,238,332,294,263
"NM_153126",694,702,673,490,428,414
"NM_013823",0,0,0,0,0,0
"NM_007923",1058,1058,993,1000,896,877
"NM_001081068",3357,2943,3602,3103,2817,2772
"NM_001160410",1,0,0,1,0,0
"NM_001162882",0,1,0,0,0,0
"NM_001162880",0,1,0,0,0,0
"NM_145570",4,2,1,0,1,1
"NM_145568",1523,1262,1506,1609,1493,1389
"NM_010751",2923,2523,3583,2327,1676,1330
"NM_028096",25,23,18,16,12,13
"NM_028106",153,142,119,115,126,121
"NM_027995",1672,1230,1607,1194,1195,1143
"NM_028105",350,303,309,313,371,325
"NR_045353",1,0,4,0,1,1
"NM_007627",0,0,0,0,0,0
"NM_007801",5138,3214,3685,7509,7801,7122
"NM_007872",3103,1956,2252,1891,1597,1363
"NM_007739",8,5,1,3,1,2
"NM_007800",12431,15508,15592,12219,10069,9654
"NM_007621",19,14,5,33,47,31
"NM_007584",21,13,11,27,38,30
"NM_007618",0,0,0,0,0,0
"NM_007617",0,0,0,0,0,0
"NM_007583",0,1,0,0,1,1
"NM_007756",0,1,3,0,0,0
"NM_007743",5331,1636,2494,138,674,219
"NM_007579",8,6,4,7,10,7
"NM_007599",4331,2667,3105,6170,6766,5426
"NM_001301094",586,850,981,531,375,434
"NM_001301096",550,806,929,504,357,408
"NM_008344",6,2,4,6,4,6
"NM_008305",21,8,5,1,6,7
"NM_007785",0,0,0,0,0,0
"NM_007607",0,0,0,0,0,0
"NM_001167793",0,0,0,0,0,0
"NM_001081067",0,0,1,0,0,0
"NM_001081422",4755,3928,4810,3951,3799,3665
"NM_001159940",0,0,0,0,0,0
"NM_001159934",4,2,5,1,0,1
"NM_001030307",1963,1812,1879,1469,1240,1258
"NM_001024673",0,0,0,0,0,0
"NM_008341",0,0,0,0,0,0
"NM_008340",14,8,5,13,10,7
"NM_146864",0,0,0,0,0,0
"NM_146863",0,0,0,0,0,0
"NM_146862",0,0,0,0,0,0
"NM_001081661",0,0,0,0,0,0
"NM_001082542",3,0,0,1,3,1
"NM_001110231",5888,4923,5852,5889,5816,5788
"NM_001162532",225,146,147,135,132,138
"NM_001164059",7662,5349,5793,11007,9649,9819
"NM_001163752",33,35,36,29,20,12
"NM_001162366",2456,2307,2431,2572,2320,2240
"NM_001162945",679,526,569,420,392,412
"NM_001163539",517,303,388,584,662,583
"NM_001163530",0,0,0,0,0,0
"NM_001163528",1161,857,912,1255,1418,1350
"NM_001162942",753,912,958,824,768,855
"NM_001163042",1199,987,1053,1067,1035,982
"NM_001162941",771,918,977,831,774,867
"NM_001162939",563,508,474,392,385,379
"NM_001162938",54,48,57,124,106,112
"NM_029582",763,823,878,828,801,805
"NM_177764",1,2,0,1,0,2
"NM_177763",0,0,0,4,0,1
"NM_177775",40,25,28,24,11,11
"NM_001013773",70,62,57,63,75,78
"NM_053176",0,0,0,0,0,0
"NM_001290282",556,561,591,520,502,450
"NM_144813",41,29,27,21,22,32
"NM_144812",5232,5626,5889,4291,3893,3947
"NM_133823",180,112,156,185,170,174
"NM_144799",19,21,21,7,4,3
"NM_144809",92,56,75,80,75,91
"NM_144810",0,0,0,0,1,0
"NM_144808",62,42,52,37,40,47
"NM_144798",469,421,411,410,347,328
"NM_144807",547,554,748,626,550,503
"NM_144796",1,0,0,0,0,0
"NM_144806",728,528,648,762,730,652
"NM_144795",62,50,51,67,59,46
"NM_133990",731,338,564,1936,1690,1649
"NM_134087",11,7,11,6,11,8
"NM_133985",1652,1358,1587,1375,1412,1310
"NM_144794",1535,1558,1758,1433,1286,1207
"NM_144803",15,9,10,13,11,15
"NM_001081370",0,2,1,0,0,0
"NM_001080925",8,7,14,9,17,5
"NM_001081025",0,0,0,0,0,0
"NM_009713",690,469,490,402,515,563
"NM_011871",642,528,588,695,694,584
"NM_011867",0,0,0,0,0,0
"NM_177615",75,84,72,52,51,58
"NM_177614",5246,4196,4797,3820,3979,3766
"NM_177613",1932,1764,2021,1586,1558,1281
"NR_015387",0,0,0,0,0,0
"NM_177612",4,0,1,1,6,2
"NM_023256",0,0,0,0,0,0
"NM_023248",937,955,990,1009,842,776
"NM_029368",563,558,630,481,502,464
"NM_029366",790,631,678,808,830,774
"NM_029365",288,270,272,279,254,265
"NM_028660",2,0,1,1,2,1
"NM_028659",4106,3688,4016,4163,4081,3596
"NR_045877",0,0,0,0,0,0
"NR_045873",144,109,117,128,97,89
"NM_013791",2494,2036,2384,2377,2167,2022
"NM_011905",688,461,528,977,989,878
"NM_011701",19950,14456,16101,24465,26432,23580
"NM_001164677",3170,2820,3083,3113,3181,3216
"NM_001165942",157,108,172,143,151,144
"NM_001165941",276,208,268,240,255,243
"NM_001164679",269,195,213,264,266,276
"NM_001166640",1232,1002,1134,1016,923,943
"NM_001205385",29387,24301,29828,33420,31257,27545
"NM_001205367",5634,4634,5715,5707,5126,4570
"NM_001205346",15612,16819,21728,9342,8649,8966
"NM_001195390",944,774,899,960,966,857
"NM_029017",303,263,311,295,285,223
"NM_029771",11,15,17,11,6,10
"NM_029554",210,172,209,273,256,238
"NM_029720",1410,1077,1147,958,850,789
"NM_028914",0,0,0,0,0,0
"NM_028943",4648,4527,5661,3984,3227,3172
"NM_029545",285,235,266,293,238,243
